
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE firstword        {0,1}
@ATTRIBUTE lastword         {0,1}
@ATTRIBUTE word             string
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
N,C,M,S,0,0,0,0,0,0,gondolero,3,0.5,2,0.333333333333,1
A,Q,0,M,S,0,0,0,0,0,tusco,2,0.333333333333,3,0.5,4
V,M,I,S,3,S,0,0,0,0,salió,1,0.166666666667,4,0.666666666667,0
V,M,P,0,0,S,M,0,0,1,avergonzado,0,0.0,5,0.833333333333,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,jurisprudencia,6,0.75,1,0.125,4
V,M,I,S,3,S,0,0,0,0,aplazó,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,referéndum,3,0.375,4,0.5,4
S,P,S,0,0,0,0,0,0,0,en,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,0,0,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,ayuntamiento,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,1
N,C,F,S,0,0,0,0,0,0,servidumbre,5,0.714285714286,1,0.142857142857,3
V,M,I,P,3,S,0,0,0,0,pugna,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,0,0,por,3,0.428571428571,3,0.428571428571,1
V,M,N,0,0,0,0,0,0,0,llegar,2,0.285714285714,4,0.571428571429,0
S,P,S,0,0,0,0,0,0,0,al,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,0,1,corral,0,0.0,6,0.857142857143,4
N,P,0,0,0,0,0,0,1,0,Calambre,4,0.8,0,0.0,3
V,S,I,P,3,S,0,0,0,0,es,3,0.6,1,0.2,1
A,Q,0,M,S,0,0,0,0,0,sinónimo,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,0,0,de,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,0,1,garrampa,0,0.0,4,0.8,4
R,G,0,0,0,0,0,0,1,0,Ahora,12,0.923076923077,0,0.0,1
V,M,I,P,3,S,0,0,0,0,viene,11,0.846153846154,1,0.0769230769231,3
D,A,0,F,S,0,0,0,0,0,la,10,0.769230769231,2,0.153846153846,1
N,C,F,S,0,0,0,0,0,0,cocción,9,0.692307692308,3,0.230769230769,2
S,P,S,0,0,0,0,0,0,0,de,8,0.615384615385,4,0.307692307692,1
D,A,0,F,P,0,0,0,0,0,las,7,0.538461538462,5,0.384615384615,0
N,C,F,P,0,0,0,0,0,0,albóndigas,6,0.461538461538,6,0.461538461538,3
C,C,0,0,0,0,0,0,0,0,y,5,0.384615384615,7,0.538461538462,1
D,A,0,M,P,0,0,0,0,0,los,4,0.307692307692,8,0.615384615385,1
N,C,M,P,0,0,0,0,0,0,buñuelos,3,0.230769230769,9,0.692307692308,2
S,P,S,0,0,0,0,0,0,0,para,2,0.153846153846,10,0.769230769231,0
D,A,0,M,S,0,0,0,0,0,el,1,0.0769230769231,11,0.846153846154,0
N,C,M,S,0,0,0,0,0,1,almuerzo,0,0.0,12,0.923076923077,4
D,A,0,M,S,0,0,0,1,0,El,11,0.916666666667,0,0.0,1
N,C,F,S,0,0,0,0,0,0,taita,10,0.833333333333,1,0.0833333333333,1
S,P,S,0,0,0,0,0,0,0,de,9,0.75,2,0.166666666667,1
D,A,0,F,S,0,0,0,0,0,la,8,0.666666666667,3,0.25,1
N,C,C,S,0,0,0,0,0,0,pampa,7,0.583333333333,4,0.333333333333,3
P,0,0,0,0,0,0,0,0,0,se,6,0.5,5,0.416666666667,1
V,M,I,P,3,S,0,0,0,0,lleva,5,0.416666666667,6,0.5,0
D,A,0,M,S,0,0,0,0,0,el,4,0.333333333333,7,0.583333333333,1
N,C,M,S,0,0,0,0,0,0,bombo,3,0.25,8,0.666666666667,3
S,P,S,0,0,0,0,0,0,0,arriba,2,0.166666666667,9,0.75,1
S,P,S,0,0,0,0,0,0,0,del,1,0.0833333333333,10,0.833333333333,1
N,C,M,S,0,0,0,0,0,1,saino,0,0.0,11,0.916666666667,4
P,P,3,C,S,D,0,0,1,0,Le,8,0.888888888889,0,0.0,1
V,M,I,S,3,S,0,0,0,0,dió,7,0.777777777778,1,0.111111111111,1
D,I,0,F,S,0,0,0,0,0,una,6,0.666666666667,2,0.222222222222,1
N,C,F,S,0,0,0,0,0,0,tundra,5,0.555555555556,3,0.333333333333,3
C,S,0,0,0,0,0,0,0,0,porque,4,0.444444444444,4,0.444444444444,0
V,M,I,S,1,S,0,0,0,0,acompañé,3,0.333333333333,5,0.555555555556,1
S,P,S,0,0,0,0,0,0,0,a,2,0.222222222222,6,0.666666666667,1
D,P,3,C,S,0,0,0,0,0,su,1,0.111111111111,7,0.777777777778,1
N,C,F,S,0,0,0,0,0,1,novia,0,0.0,8,0.888888888889,4
V,M,I,P,3,S,0,0,1,0,Tiene,10,0.909090909091,0,0.0,1
N,C,F,S,0,0,0,0,0,0,muñeca,9,0.818181818182,1,0.0909090909091,0
C,C,0,0,0,0,0,0,0,0,y,8,0.727272727273,2,0.181818181818,1
N,C,M,P,0,0,0,0,0,0,dedos,7,0.636363636364,3,0.272727272727,4
S,P,S,0,0,0,0,0,0,0,para,6,0.545454545455,4,0.363636363636,1
V,M,N,0,0,0,0,0,0,0,dar,5,0.454545454545,5,0.454545454545,0
D,I,0,M,S,0,0,0,0,0,un,4,0.363636363636,6,0.545454545455,1
A,Q,0,M,S,0,0,0,0,0,rotundo,3,0.272727272727,7,0.636363636364,3
C,C,0,0,0,0,0,0,0,0,y,2,0.181818181818,8,0.727272727273,1
A,Q,0,C,S,0,0,0,0,0,contundente,1,0.0909090909091,9,0.818181818182,1
N,C,M,N,0,0,0,0,0,1,trompis,0,0.0,10,0.909090909091,4
N,P,0,0,0,0,0,0,1,0,Música,4,0.8,0,0.0,1
V,M,I,P,3,S,0,0,0,0,ficta,3,0.6,1,0.2,3
S,P,S,0,0,0,0,0,0,0,en,2,0.4,2,0.4,1
P,P,3,C,N,O,0,0,0,0,sí,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,0,1,bemol,0,0.0,4,0.8,4
P,P,3,M,P,A,0,0,1,0,Los,8,0.888888888889,0,0.0,0
V,M,S,P,2,S,0,0,0,0,afeites,7,0.777777777778,1,0.111111111111,1
S,P,S,0,0,0,0,0,0,0,del,6,0.666666666667,2,0.222222222222,1
N,C,M,S,0,0,0,0,0,0,veracruzano,5,0.555555555556,3,0.333333333333,3
V,S,I,P,3,P,0,0,0,0,son,4,0.444444444444,4,0.444444444444,1
N,C,M,P,0,0,0,0,0,0,simulacros,3,0.333333333333,5,0.555555555556,3
S,P,S,0,0,0,0,0,0,0,del,2,0.222222222222,6,0.666666666667,1
A,Q,0,M,S,0,0,0,0,0,duro,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,0,1,trajín,0,0.0,8,0.888888888889,4
V,M,I,S,1,S,0,0,1,0,Tuve,9,0.9,0,0.0,3
C,S,0,0,0,0,0,0,0,0,que,8,0.8,1,0.1,0
V,M,N,0,0,0,0,0,0,0,aprender,7,0.7,2,0.2,0
N,C,F,S,0,0,0,0,0,0,hermenéutica,6,0.6,3,0.3,3
S,P,S,0,0,0,0,0,0,0,para,5,0.5,4,0.4,1
V,M,N,0,0,0,0,0,0,0,descifrar,4,0.4,5,0.5,1
D,A,0,F,S,0,0,0,0,0,la,3,0.3,6,0.6,1
N,C,F,S,0,0,0,0,0,0,jeringonza,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,0,0,del,1,0.1,8,0.8,1
N,C,C,S,0,0,0,0,0,1,fiscal,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,1,0,El,10,0.909090909091,0,0.0,1
N,C,M,N,0,0,0,0,0,0,croquis,9,0.818181818182,1,0.0909090909091,3
V,M,I,P,3,S,0,0,0,0,indica,8,0.727272727273,2,0.181818181818,1
C,S,0,0,0,0,0,0,0,0,que,7,0.636363636364,3,0.272727272727,1
D,A,0,F,S,0,0,0,0,0,la,6,0.545454545455,4,0.363636363636,1
N,C,F,S,0,0,0,0,0,0,pistola,5,0.454545454545,5,0.454545454545,4
V,S,I,S,3,S,0,0,0,0,fue,4,0.363636363636,6,0.545454545455,1
V,M,P,0,0,S,F,0,0,0,guardada,3,0.272727272727,7,0.636363636364,0
S,P,S,0,0,0,0,0,0,0,en,2,0.181818181818,8,0.727272727273,0
D,A,0,M,S,0,0,0,0,0,el,1,0.0909090909091,9,0.818181818182,1
N,C,M,S,0,0,D,0,0,1,cajoncito,0,0.0,10,0.909090909091,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,0,0,anfitriona,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,0,0,sufrió,5,0.625,2,0.25,3
D,I,0,M,S,0,0,0,0,0,un,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,0,0,esguince,3,0.375,4,0.5,1
S,P,S,0,0,0,0,0,0,0,en,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,0,0,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,empeine,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,0,0,etnógrafo,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,0,0,estudió,5,0.625,2,0.25,0
D,I,0,M,S,0,0,0,0,0,un,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,grupo,3,0.375,4,0.5,0
A,Q,0,M,S,0,0,0,0,0,étnico,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,0,0,del,1,0.125,6,0.75,1
N,P,0,0,0,0,0,0,0,1,Paraguay,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,0,0,queso,8,0.8,1,0.1,1
N,P,0,0,0,0,0,0,0,0,Chester,7,0.7,2,0.2,3
C,C,0,0,0,0,0,0,0,0,y,6,0.6,3,0.3,0
D,A,0,M,S,0,0,0,0,0,el,5,0.5,4,0.4,1
N,C,F,N,0,0,0,0,0,0,estocafis,4,0.4,5,0.5,4
V,S,I,P,3,P,0,0,0,0,son,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,0,0,de,2,0.2,7,0.7,0
N,C,M,S,0,0,0,0,0,0,origen,1,0.1,8,0.8,0
A,Q,0,M,S,0,0,0,0,1,inglés,0,0.0,9,0.9,4
P,I,0,C,S,0,0,0,1,0,Nadie,6,0.857142857143,0,0.0,1
V,M,I,S,3,S,0,0,0,0,pudo,5,0.714285714286,1,0.142857142857,0
V,M,N,0,0,0,0,0,0,0,adueñarse,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,0,0,de,3,0.428571428571,3,0.428571428571,1
D,A,0,F,S,0,0,0,0,0,la,2,0.285714285714,4,0.571428571429,1
N,C,C,S,0,0,0,0,0,0,bestia,1,0.142857142857,5,0.714285714286,0
A,Q,0,F,S,0,0,0,0,1,iracunda,0,0.0,6,0.857142857143,4
V,S,I,S,3,S,0,0,1,0,Fue,9,0.9,0,0.0,0
S,P,S,0,0,0,0,0,0,0,a,8,0.8,1,0.1,1
V,M,N,0,0,0,0,0,0,0,tomarse,7,0.7,2,0.2,1
D,I,0,M,S,0,0,0,0,0,un,6,0.6,3,0.3,1
N,C,M,N,0,0,0,0,0,0,trinquis,5,0.5,4,0.4,4
S,P,S,0,0,0,0,0,0,0,de,4,0.4,5,0.5,1
N,C,M,S,0,0,0,0,0,0,vino,3,0.3,6,0.6,0
A,Q,0,M,S,0,0,0,0,0,achampañado,2,0.2,7,0.7,1
S,P,S,0,0,0,0,0,0,0,al,1,0.1,8,0.8,1
N,C,M,S,0,0,0,0,0,1,bodegón,0,0.0,9,0.9,4
V,M,I,P,3,S,0,0,1,0,Pretende,3,0.75,0,0.0,1
V,M,N,0,0,0,0,0,0,0,apaciguar,2,0.5,1,0.25,1
D,P,3,C,S,0,0,0,0,0,su,1,0.25,2,0.5,0
N,C,F,S,0,0,0,0,0,1,angurria,0,0.0,3,0.75,4
D,A,0,M,S,0,0,0,1,0,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,0,0,fisco,4,0.666666666667,1,0.166666666667,3
V,M,I,F,3,S,0,0,0,0,cobrará,3,0.5,2,0.333333333333,0
D,I,0,M,S,0,0,0,0,0,un,2,0.333333333333,3,0.5,0
N,C,M,S,0,0,0,0,0,0,arancel,1,0.166666666667,4,0.666666666667,0
A,Q,0,C,S,0,0,0,0,1,adicional,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,1,0,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,0,0,concejal,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,coimero,4,0.571428571429,2,0.285714285714,4
V,A,I,P,3,S,0,0,0,0,está,3,0.428571428571,3,0.428571428571,0
S,P,S,0,0,0,0,0,0,0,en,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,0,0,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,cárcel,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
N,C,C,S,0,0,0,0,0,0,dálmata,6,0.75,1,0.125,4
V,M,I,P,3,S,0,0,0,0,duerme,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,0,0,en,4,0.5,3,0.375,0
D,A,0,M,S,0,0,0,0,0,el,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,0,0,colchón,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,0,0,de,1,0.125,6,0.75,1
N,C,F,P,0,0,0,0,0,1,plumas,0,0.0,7,0.875,4
S,P,S,0,0,0,0,0,1,0,En,10,0.909090909091,0,0.0,0
D,A,0,M,S,0,0,0,0,0,el,9,0.818181818182,1,0.0909090909091,1
N,C,M,S,0,0,0,0,0,0,zanjón,8,0.727272727273,2,0.181818181818,3
P,0,0,0,0,0,0,0,0,0,se,7,0.636363636364,3,0.272727272727,1
V,M,I,S,3,S,0,0,0,0,formó,6,0.545454545455,4,0.363636363636,0
D,I,0,M,S,0,0,0,0,0,un,5,0.454545454545,5,0.454545454545,1
N,C,M,S,0,0,0,0,0,0,riacho,4,0.363636363636,6,0.545454545455,3
P,R,0,C,N,0,0,0,0,0,que,3,0.272727272727,7,0.636363636364,0
V,M,I,P,3,S,0,0,0,0,inunda,2,0.181818181818,8,0.727272727273,1
D,A,0,F,S,0,0,0,0,0,la,1,0.0909090909091,9,0.818181818182,1
N,C,F,S,0,0,0,0,0,1,barriada,0,0.0,10,0.909090909091,4
V,M,I,S,3,P,0,0,1,0,Hirvieron,5,0.833333333333,0,0.0,0
D,I,0,M,S,0,0,0,0,0,un,4,0.666666666667,1,0.166666666667,1
N,C,M,S,0,0,0,0,0,0,bombón,3,0.5,2,0.333333333333,4
C,C,0,0,0,0,0,0,0,0,y,2,0.333333333333,3,0.5,1
N,C,M,P,0,0,0,0,0,0,chongos,1,0.166666666667,4,0.666666666667,0
A,Q,0,M,P,0,0,0,0,1,zamoranos,0,0.0,5,0.833333333333,4
P,P,3,C,S,D,0,0,1,0,Le,7,0.875,0,0.0,1
V,M,I,S,3,P,0,0,0,0,dieron,6,0.75,1,0.125,3
N,C,F,P,0,0,0,0,0,0,píldoras,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,0,0,en,4,0.5,3,0.375,1
N,C,F,P,0,0,0,0,0,0,cápsulas,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,0,0,para,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,0,0,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,aneurisma,0,0.0,7,0.875,4
D,A,0,M,P,0,0,0,1,0,Los,10,0.909090909091,0,0.0,1
N,C,M,P,0,0,0,0,0,0,fotógrafos,9,0.818181818182,1,0.0909090909091,3
V,M,I,P,3,P,0,0,0,0,capturan,8,0.727272727273,2,0.181818181818,0
S,P,S,0,0,0,0,0,0,0,en,7,0.636363636364,3,0.272727272727,0
D,I,0,F,S,0,0,0,0,0,una,6,0.545454545455,4,0.363636363636,0
N,C,F,S,0,0,0,0,0,0,imagen,5,0.454545454545,5,0.454545454545,3
D,A,0,F,S,0,0,0,0,0,la,4,0.363636363636,6,0.545454545455,1
N,C,F,S,0,0,0,0,0,0,bondad,3,0.272727272727,7,0.636363636364,0
S,P,S,0,0,0,0,0,0,0,de,2,0.181818181818,8,0.727272727273,1
D,A,0,F,S,0,0,0,0,0,la,1,0.0909090909091,9,0.818181818182,1
N,C,F,S,0,0,0,0,0,1,selva,0,0.0,10,0.909090909091,4
V,S,I,P,3,S,0,0,1,0,Es,7,0.875,0,0.0,0
D,I,0,F,S,0,0,0,0,0,una,6,0.75,1,0.125,0
N,C,F,S,0,0,0,0,0,0,aglutinación,5,0.625,2,0.25,1
S,P,S,0,0,0,0,0,0,0,de,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,0,0,glucosa,3,0.375,4,0.5,3
N,C,F,S,0,0,0,0,0,0,fructosa,2,0.25,5,0.625,0
C,C,0,0,0,0,0,0,0,0,y,1,0.125,6,0.75,1
N,C,M,P,0,0,0,0,0,1,fosfatos,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
A,Q,0,M,S,0,0,0,0,0,baquiano,6,0.75,1,0.125,3
V,M,I,P,3,S,0,0,0,0,saca,5,0.625,2,0.25,0
D,I,0,M,S,0,0,0,0,0,un,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,tronco,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,0,0,de,2,0.25,5,0.625,1
D,A,0,F,S,0,0,0,0,0,la,1,0.125,6,0.75,0
N,C,F,S,0,0,0,0,0,1,acequia,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,0,0,cabeza,7,0.777777777778,1,0.111111111111,1
S,P,S,0,0,0,0,0,0,0,de,6,0.666666666667,2,0.222222222222,1
N,C,M,S,0,0,0,0,0,0,chorlito,5,0.555555555556,3,0.333333333333,3
V,M,I,P,3,S,0,0,0,0,hace,4,0.444444444444,4,0.444444444444,1
D,A,0,F,P,0,0,0,0,0,las,3,0.333333333333,5,0.555555555556,1
N,C,F,P,0,0,0,0,0,0,cosas,2,0.222222222222,6,0.666666666667,0
S,P,S,0,0,0,0,0,0,0,al,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,0,1,tuntún,0,0.0,8,0.888888888889,4
D,A,0,M,S,0,0,0,1,0,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,0,0,patrón,6,0.75,1,0.125,3
V,M,I,I,1,S,0,0,0,0,conducía,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,0,0,quitrén,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,0,0,durante,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,0,0,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,0,1,arriamiento,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,1,0,El,9,0.9,0,0.0,0
N,C,C,S,0,0,0,0,0,0,arte,8,0.8,1,0.1,4
V,S,I,P,3,S,0,0,0,0,es,7,0.7,2,0.2,0
A,Q,0,M,S,0,0,0,0,0,intrínseco,6,0.6,3,0.3,3
S,P,S,0,0,0,0,0,0,0,a,5,0.5,4,0.4,1
D,A,0,F,S,0,0,0,0,0,la,4,0.4,5,0.5,1
N,C,F,S,0,0,0,0,0,0,didáctica,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,0,0,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,0,0,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,0,1,plástica,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,1,0,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,0,0,corpúsculo,8,0.8,1,0.1,4
V,M,I,P,3,S,0,0,0,0,proviene,7,0.7,2,0.2,1
S,P,S,0,0,0,0,0,0,0,de,6,0.6,3,0.3,0
D,I,0,M,S,0,0,0,0,0,un,5,0.5,4,0.4,0
N,C,M,S,0,0,0,0,0,0,asteroide,4,0.4,5,0.5,3
S,P,S,0,0,0,0,0,0,0,de,3,0.3,6,0.6,1
D,A,0,F,S,0,0,0,0,0,la,2,0.2,7,0.7,1
N,C,F,S,0,0,0,0,0,0,vía,1,0.1,8,0.8,1
A,Q,0,F,S,0,0,0,0,1,láctea,0,0.0,9,0.9,4
V,M,I,S,3,S,0,0,1,0,Olvidó,6,0.857142857143,0,0.0,0
D,A,0,M,S,0,0,0,0,0,el,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,0,0,significado,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,0,0,de,3,0.428571428571,3,0.428571428571,1
D,A,0,F,S,0,0,0,0,0,la,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,0,0,palabra,1,0.142857142857,5,0.714285714286,0
N,C,F,S,0,0,0,0,0,1,adipsia,0,0.0,6,0.857142857143,4
N,P,0,0,0,0,0,0,1,0,Leandro,7,0.875,0,0.0,4
V,M,I,P,3,S,0,0,0,0,quiere,6,0.75,1,0.125,1
V,M,N,0,0,0,0,0,0,0,bautizarse,5,0.625,2,0.25,3
S,P,S,0,0,0,0,0,0,0,en,4,0.5,3,0.375,1
D,A,0,F,S,0,0,0,0,0,la,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,0,0,fé,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,0,0,de,1,0.125,6,0.75,1
N,P,0,0,0,0,0,0,0,1,Jehová,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,drogadicción,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,0,0,con,5,0.625,2,0.25,1
N,C,M,P,0,0,0,0,0,0,psicofármacos,4,0.5,3,0.375,4
V,S,I,P,3,S,0,0,0,0,es,3,0.375,4,0.5,0
D,I,0,M,S,0,0,0,0,0,un,2,0.25,5,0.625,1
A,Q,0,M,S,0,0,0,0,0,verdadero,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,0,1,flagelo,0,0.0,7,0.875,4
N,P,0,0,0,0,0,0,1,0,Baldomero,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,0,0,tiene,4,0.666666666667,1,0.166666666667,0
N,C,F,S,0,0,0,0,0,0,adicción,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,0,0,por,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,0,0,el,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,0,1,fútbol,0,0.0,5,0.833333333333,4
P,P,3,C,S,D,0,0,1,0,Le,6,0.857142857143,0,0.0,1
V,M,I,P,3,S,0,0,0,0,gusta,5,0.714285714286,1,0.142857142857,1
V,M,N,0,0,0,0,0,0,0,contemplar,4,0.571428571429,2,0.285714285714,3
D,P,3,C,S,0,0,0,0,0,su,3,0.428571428571,3,0.428571428571,0
N,C,F,S,0,0,0,0,0,0,esbeltez,2,0.285714285714,4,0.571428571429,4
C,C,0,0,0,0,0,0,0,0,y,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,0,1,textura,0,0.0,6,0.857142857143,4
D,P,3,C,S,0,0,0,1,0,Su,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,0,0,creencia,6,0.75,1,0.125,1
S,P,S,0,0,0,0,0,0,0,en,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,0,0,horóscopo,3,0.375,4,0.5,3
P,P,1,C,S,0,0,0,0,0,me,2,0.25,5,0.625,1
V,M,I,S,3,S,0,0,0,0,dejó,1,0.125,6,0.75,0
A,Q,0,M,S,0,0,0,0,1,estupefacto,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,1,0,La,6,0.857142857143,0,0.0,1
N,C,F,S,0,0,0,0,0,0,prueba,5,0.714285714286,1,0.142857142857,1
A,Q,0,F,S,0,0,0,0,0,dactiloscópica,4,0.571428571429,2,0.285714285714,1
S,P,S,0,0,0,0,0,0,0,del,3,0.428571428571,3,0.428571428571,1
N,C,M,S,0,0,0,0,0,0,rufián,2,0.285714285714,4,0.571428571429,3
V,S,I,S,3,S,0,0,0,0,fue,1,0.142857142857,5,0.714285714286,0
A,Q,0,F,S,0,0,0,0,1,insatisfactoria,0,0.0,6,0.857142857143,4
N,P,0,0,0,0,0,0,1,0,Alfonsina,3,0.75,0,0.0,0
V,M,I,S,3,S,0,0,0,0,escribió,2,0.5,1,0.25,3
A,Q,0,M,P,0,0,0,0,0,fantásticos,1,0.25,2,0.5,0
N,C,M,P,0,0,0,0,0,1,alejandrinos,0,0.0,3,0.75,4
D,A,0,M,S,0,0,0,1,0,El,5,0.833333333333,0,0.0,1
N,C,C,S,0,0,0,0,0,0,pacifista,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,0,0,propuso,3,0.5,2,0.333333333333,1
D,A,0,F,S,0,0,0,0,0,la,2,0.333333333333,3,0.5,0
N,C,F,S,0,0,0,0,0,0,autogestión,1,0.166666666667,4,0.666666666667,0
A,Q,0,C,S,0,0,0,0,1,medioambiental,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,1,0,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,0,0,monje,4,0.666666666667,1,0.166666666667,0
A,Q,0,C,S,0,0,0,0,0,hindú,3,0.5,2,0.333333333333,4
R,N,0,0,0,0,0,0,0,0,no,2,0.333333333333,3,0.5,0
V,S,I,P,3,S,0,0,0,0,es,1,0.166666666667,4,0.666666666667,1
A,Q,0,C,S,0,0,0,0,1,panteísta,0,0.0,5,0.833333333333,4
N,P,0,0,0,0,0,0,1,0,Cortázar,6,0.857142857143,0,0.0,3
V,M,I,S,3,S,0,0,0,0,escribió,5,0.714285714286,1,0.142857142857,0
D,I,0,M,S,0,0,0,0,0,un,4,0.571428571429,2,0.285714285714,1
N,C,M,S,0,0,0,0,0,0,libro,3,0.428571428571,3,0.428571428571,1
A,Q,0,C,S,0,0,0,0,0,conceptual,2,0.285714285714,4,0.571428571429,4
C,C,0,0,0,0,0,0,0,0,y,1,0.142857142857,5,0.714285714286,0
A,Q,0,M,S,0,0,0,0,1,autobiográfico,0,0.0,6,0.857142857143,4
V,M,I,P,3,S,0,0,1,0,Debuta,7,0.875,0,0.0,0
S,P,S,0,0,0,0,0,0,0,en,6,0.75,1,0.125,1
N,P,0,0,0,0,0,0,0,0,Jerusalén,5,0.625,2,0.25,4
D,A,0,M,S,0,0,0,0,0,el,4,0.5,3,0.375,1
