
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE endswith         STRING
@ATTRIBUTE firstword        STRING
@ATTRIBUTE lastword         STRING
@ATTRIBUTE length           NUMERIC
@ATTRIBUTE nextisverb       STRING
@ATTRIBUTE nextlength       NUMERIC
@ATTRIBUTE nextstartswith   STRING
@ATTRIBUTE nextword         STRING
@ATTRIBUTE word             STRING
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
N,C,M,P,0,0,0,0,C,False,False,5,False,4,C,para,dedos,7,0.636363636364,3,0.272727272727,4
S,P,S,0,0,0,0,0,V,False,False,4,True,3,C,dar,para,6,0.545454545455,4,0.363636363636,1
V,M,N,0,0,0,0,0,C,False,False,3,False,2,V,un,dar,5,0.454545454545,5,0.454545454545,0
D,I,0,M,S,0,0,0,C,False,False,2,False,7,C,rotundo,un,4,0.363636363636,6,0.545454545455,1
A,Q,0,M,S,0,0,0,V,False,False,7,False,1,C,y,rotundo,3,0.272727272727,7,0.636363636364,3
C,C,0,0,0,0,0,0,C,False,False,1,False,11,C,contundente,y,2,0.181818181818,8,0.727272727273,1
A,Q,0,C,S,0,0,0,V,False,False,11,False,7,C,trompis,contundente,1,0.0909090909091,9,0.818181818182,1
N,C,M,N,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,trompis,0,0.0,10,0.909090909091,4
N,P,0,0,0,0,0,0,V,True,False,6,True,5,C,ficta,Música,4,0.8,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,5,False,2,V,en,ficta,3,0.6,1,0.2,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,sí,en,2,0.4,2,0.4,1
P,P,3,C,N,O,0,0,C,False,False,2,False,5,C,bemol,sí,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,C,False,True,5,False,0,N,1r03r03032,bemol,0,0.0,4,0.8,4
P,P,3,M,P,A,0,0,C,True,False,3,True,7,V,afeites,Los,8,0.888888888889,0,0.0,0
V,M,S,P,2,S,0,0,C,False,False,7,False,3,C,del,afeites,7,0.777777777778,1,0.111111111111,1
S,P,S,0,0,0,0,0,C,False,False,3,False,11,C,veracruzano,del,6,0.666666666667,2,0.222222222222,1
N,C,M,S,0,0,0,0,V,False,False,11,True,3,C,son,veracruzano,5,0.555555555556,3,0.333333333333,3
V,S,I,P,3,P,0,0,C,False,False,3,False,10,C,simulacros,son,4,0.444444444444,4,0.444444444444,1
N,C,M,P,0,0,0,0,C,False,False,10,False,3,C,del,simulacros,3,0.333333333333,5,0.555555555556,3
S,P,S,0,0,0,0,0,C,False,False,3,False,4,C,duro,del,2,0.222222222222,6,0.666666666667,1
A,Q,0,M,S,0,0,0,V,False,False,4,False,6,C,trajín,duro,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,trajín,0,0.0,8,0.888888888889,4
V,M,I,S,1,S,0,0,V,True,False,4,False,3,C,que,Tuve,9,0.9,0,0.0,3
C,S,0,0,0,0,0,0,V,False,False,3,True,8,V,aprender,que,8,0.8,1,0.1,0
V,M,N,0,0,0,0,0,C,False,False,8,False,12,C,hermenéutica,aprender,7,0.7,2,0.2,0
N,C,F,S,0,0,0,0,V,False,False,12,False,4,C,para,hermenéutica,6,0.6,3,0.3,3
S,P,S,0,0,0,0,0,V,False,False,4,True,9,C,descifrar,para,5,0.5,4,0.4,1
V,M,N,0,0,0,0,0,C,False,False,9,False,2,C,la,descifrar,4,0.4,5,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,10,C,jeringonza,la,3,0.3,6,0.6,1
N,C,F,S,0,0,0,0,V,False,False,10,False,3,C,del,jeringonza,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,fiscal,del,1,0.1,8,0.8,1
N,C,C,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,fiscal,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,croquis,El,10,0.909090909091,0,0.0,1
N,C,M,N,0,0,0,0,C,False,False,7,True,6,V,indica,croquis,9,0.818181818182,1,0.0909090909091,3
V,M,I,P,3,S,0,0,V,False,False,6,False,3,C,que,indica,8,0.727272727273,2,0.181818181818,1
C,S,0,0,0,0,0,0,V,False,False,3,False,2,C,la,que,7,0.636363636364,3,0.272727272727,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,pistola,la,6,0.545454545455,4,0.363636363636,1
N,C,F,S,0,0,0,0,V,False,False,7,True,3,C,fue,pistola,5,0.454545454545,5,0.454545454545,4
V,S,I,S,3,S,0,0,V,False,False,3,True,8,C,guardada,fue,4,0.363636363636,6,0.545454545455,1
V,M,P,0,0,S,F,0,V,False,False,8,False,2,V,en,guardada,3,0.272727272727,7,0.636363636364,0
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,2,0.181818181818,8,0.727272727273,0
D,A,0,M,S,0,0,0,C,False,False,2,False,9,C,cajoncito,el,1,0.0909090909091,9,0.818181818182,1
N,C,M,S,0,0,D,0,V,False,True,9,False,0,N,1r03r03032,cajoncito,0,0.0,10,0.909090909091,4
D,A,0,F,S,0,0,0,V,True,False,2,False,10,V,anfitriona,La,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,10,True,6,C,sufrió,anfitriona,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,C,False,False,6,False,2,V,un,sufrió,5,0.625,2,0.25,3
D,I,0,M,S,0,0,0,C,False,False,2,False,8,V,esguince,un,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,V,False,False,8,False,2,V,en,esguince,3,0.375,4,0.5,1
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,C,False,False,2,False,7,V,empeine,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,empeine,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,9,V,etnógrafo,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,9,True,7,V,estudió,etnógrafo,6,0.75,1,0.125,3
V,M,I,S,3,S,0,0,C,False,False,7,False,2,V,un,estudió,5,0.625,2,0.25,0
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,grupo,un,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,V,False,False,5,False,6,C,étnico,grupo,3,0.375,4,0.5,0
A,Q,0,M,S,0,0,0,V,False,False,6,False,3,C,del,étnico,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,C,False,False,3,False,8,C,Paraguay,del,1,0.125,6,0.75,1
N,P,0,0,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,Paraguay,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,queso,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,False,7,C,Chester,queso,8,0.8,1,0.1,1
N,P,0,0,0,0,0,0,C,False,False,7,False,1,C,y,Chester,7,0.7,2,0.2,3
C,C,0,0,0,0,0,0,C,False,False,1,False,2,V,el,y,6,0.6,3,0.3,0
D,A,0,M,S,0,0,0,C,False,False,2,False,9,V,estocafis,el,5,0.5,4,0.4,1
N,C,F,N,0,0,0,0,C,False,False,9,True,3,C,son,estocafis,4,0.4,5,0.5,4
V,S,I,P,3,P,0,0,C,False,False,3,False,2,C,de,son,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,V,False,False,2,False,6,V,origen,de,2,0.2,7,0.7,0
N,C,M,S,0,0,0,0,C,False,False,6,False,6,V,inglés,origen,1,0.1,8,0.8,0
A,Q,0,M,S,0,0,0,C,False,True,6,False,0,N,1r03r03032,inglés,0,0.0,9,0.9,4
P,I,0,C,S,0,0,0,V,True,False,5,True,4,C,pudo,Nadie,6,0.857142857143,0,0.0,1
V,M,I,S,3,S,0,0,V,False,False,4,True,9,V,adueñarse,pudo,5,0.714285714286,1,0.142857142857,0
V,M,N,0,0,0,0,0,V,False,False,9,False,2,C,de,adueñarse,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,3,0.428571428571,3,0.428571428571,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,bestia,la,2,0.285714285714,4,0.571428571429,1
N,C,C,S,0,0,0,0,V,False,False,6,False,8,V,iracunda,bestia,1,0.142857142857,5,0.714285714286,0
A,Q,0,F,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,iracunda,0,0.0,6,0.857142857143,4
V,S,I,S,3,S,0,0,V,True,False,3,False,1,V,a,Fue,9,0.9,0,0.0,0
S,P,S,0,0,0,0,0,V,False,False,1,True,7,C,tomarse,a,8,0.8,1,0.1,1
V,M,N,0,0,0,0,0,V,False,False,7,False,2,V,un,tomarse,7,0.7,2,0.2,1
D,I,0,M,S,0,0,0,C,False,False,2,False,8,C,trinquis,un,6,0.6,3,0.3,1
N,C,M,N,0,0,0,0,C,False,False,8,False,2,C,de,trinquis,5,0.5,4,0.4,4
S,P,S,0,0,0,0,0,V,False,False,2,False,4,C,vino,de,4,0.4,5,0.5,1
N,C,M,S,0,0,0,0,V,False,False,4,False,11,V,achampañado,vino,3,0.3,6,0.6,0
A,Q,0,M,S,0,0,0,V,False,False,11,False,2,V,al,achampañado,2,0.2,7,0.7,1
S,P,S,0,0,0,0,0,C,False,False,2,False,7,C,bodegón,al,1,0.1,8,0.8,1
N,C,M,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,bodegón,0,0.0,9,0.9,4
V,M,I,P,3,S,0,0,V,True,False,8,True,9,V,apaciguar,Pretende,3,0.75,0,0.0,1
V,M,N,0,0,0,0,0,C,False,False,9,False,2,C,su,apaciguar,2,0.5,1,0.25,1
D,P,3,C,S,0,0,0,V,False,False,2,False,8,V,angurria,su,1,0.25,2,0.5,0
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,angurria,0,0.0,3,0.75,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,fisco,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,True,7,C,cobrará,fisco,4,0.666666666667,1,0.166666666667,3
V,M,I,F,3,S,0,0,C,False,False,7,False,2,V,un,cobrará,3,0.5,2,0.333333333333,0
D,I,0,M,S,0,0,0,C,False,False,2,False,7,V,arancel,un,2,0.333333333333,3,0.5,0
N,C,M,S,0,0,0,0,C,False,False,7,False,9,V,adicional,arancel,1,0.166666666667,4,0.666666666667,0
A,Q,0,C,S,0,0,0,C,False,True,9,False,0,N,1r03r03032,adicional,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,concejal,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,8,False,7,C,coimero,concejal,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,V,False,False,7,True,4,V,está,coimero,4,0.571428571429,2,0.285714285714,4
V,A,I,P,3,S,0,0,C,False,False,4,False,2,V,en,está,3,0.428571428571,3,0.428571428571,0
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,la,en,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,cárcel,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,cárcel,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,7,C,dálmata,El,7,0.875,0,0.0,1
N,C,C,S,0,0,0,0,V,False,False,7,True,6,C,duerme,dálmata,6,0.75,1,0.125,4
V,M,I,P,3,S,0,0,V,False,False,6,False,2,V,en,duerme,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,4,0.5,3,0.375,0
D,A,0,M,S,0,0,0,C,False,False,2,False,7,C,colchón,el,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,C,False,False,7,False,2,C,de,colchón,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,plumas,de,1,0.125,6,0.75,1
N,C,F,P,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,plumas,0,0.0,7,0.875,4
S,P,S,0,0,0,0,0,C,True,False,2,False,2,V,el,En,10,0.909090909091,0,0.0,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,zanjón,el,9,0.818181818182,1,0.0909090909091,1
N,C,M,S,0,0,0,0,C,False,False,6,False,2,C,se,zanjón,8,0.727272727273,2,0.181818181818,3
P,0,0,0,0,0,0,0,V,False,False,2,True,5,C,formó,se,7,0.636363636364,3,0.272727272727,1
V,M,I,S,3,S,0,0,C,False,False,5,False,2,V,un,formó,6,0.545454545455,4,0.363636363636,0
D,I,0,M,S,0,0,0,C,False,False,2,False,6,C,riacho,un,5,0.454545454545,5,0.454545454545,1
N,C,M,S,0,0,0,0,V,False,False,6,False,3,C,que,riacho,4,0.363636363636,6,0.545454545455,3
P,R,0,C,N,0,0,0,V,False,False,3,True,6,V,inunda,que,3,0.272727272727,7,0.636363636364,0
V,M,I,P,3,S,0,0,V,False,False,6,False,2,C,la,inunda,2,0.181818181818,8,0.727272727273,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,barriada,la,1,0.0909090909091,9,0.818181818182,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,barriada,0,0.0,10,0.909090909091,4
V,M,I,S,3,P,0,0,C,True,False,9,False,2,V,un,Hirvieron,5,0.833333333333,0,0.0,0
D,I,0,M,S,0,0,0,C,False,False,2,False,6,C,bombón,un,4,0.666666666667,1,0.166666666667,1
N,C,M,S,0,0,0,0,C,False,False,6,False,1,C,y,bombón,3,0.5,2,0.333333333333,4
C,C,0,0,0,0,0,0,C,False,False,1,False,7,C,chongos,y,2,0.333333333333,3,0.5,1
N,C,M,P,0,0,0,0,C,False,False,7,False,9,C,zamoranos,chongos,1,0.166666666667,4,0.666666666667,0
A,Q,0,M,P,0,0,0,C,False,True,9,False,0,N,1r03r03032,zamoranos,0,0.0,5,0.833333333333,4
P,P,3,C,S,D,0,0,V,True,False,2,True,6,C,dieron,Le,7,0.875,0,0.0,1
V,M,I,S,3,P,0,0,C,False,False,6,False,8,C,píldoras,dieron,6,0.75,1,0.125,3
N,C,F,P,0,0,0,0,C,False,False,8,False,2,V,en,píldoras,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,C,False,False,2,False,8,C,cápsulas,en,4,0.5,3,0.375,1
N,C,F,P,0,0,0,0,C,False,False,8,False,4,C,para,cápsulas,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,V,False,False,4,False,2,V,el,para,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,C,False,False,2,False,9,V,aneurisma,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,aneurisma,0,0.0,7,0.875,4
D,A,0,M,P,0,0,0,C,True,False,3,False,10,C,fotógrafos,Los,10,0.909090909091,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,10,True,8,C,capturan,fotógrafos,9,0.818181818182,1,0.0909090909091,3
V,M,I,P,3,P,0,0,C,False,False,8,False,2,V,en,capturan,8,0.727272727273,2,0.181818181818,0
S,P,S,0,0,0,0,0,C,False,False,2,False,3,V,una,en,7,0.636363636364,3,0.272727272727,0
D,I,0,F,S,0,0,0,V,False,False,3,False,6,V,imagen,una,6,0.545454545455,4,0.363636363636,0
N,C,F,S,0,0,0,0,C,False,False,6,False,2,C,la,imagen,5,0.454545454545,5,0.454545454545,3
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,bondad,la,4,0.363636363636,6,0.545454545455,1
N,C,F,S,0,0,0,0,C,False,False,6,False,2,C,de,bondad,3,0.272727272727,7,0.636363636364,0
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.181818181818,8,0.727272727273,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,selva,la,1,0.0909090909091,9,0.818181818182,1
N,C,F,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,selva,0,0.0,10,0.909090909091,4
V,S,I,P,3,S,0,0,C,True,False,2,False,3,V,una,Es,7,0.875,0,0.0,0
D,I,0,F,S,0,0,0,V,False,False,3,False,12,V,aglutinación,una,6,0.75,1,0.125,0
N,C,F,S,0,0,0,0,C,False,False,12,False,2,C,de,aglutinación,5,0.625,2,0.25,1
S,P,S,0,0,0,0,0,V,False,False,2,False,7,C,glucosa,de,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,V,False,False,7,False,8,C,fructosa,glucosa,3,0.375,4,0.5,3
N,C,F,S,0,0,0,0,V,False,False,8,False,1,C,y,fructosa,2,0.25,5,0.625,0
C,C,0,0,0,0,0,0,C,False,False,1,False,8,C,fosfatos,y,1,0.125,6,0.75,1
N,C,M,P,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,fosfatos,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,baquiano,El,7,0.875,0,0.0,1
A,Q,0,M,S,0,0,0,V,False,False,8,True,4,C,saca,baquiano,6,0.75,1,0.125,3
V,M,I,P,3,S,0,0,V,False,False,4,False,2,V,un,saca,5,0.625,2,0.25,0
D,I,0,M,S,0,0,0,C,False,False,2,False,6,C,tronco,un,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,V,False,False,6,False,2,C,de,tronco,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.25,5,0.625,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,V,acequia,la,1,0.125,6,0.75,0
N,C,F,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,acequia,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,cabeza,El,8,0.888888888889,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,6,False,2,C,de,cabeza,7,0.777777777778,1,0.111111111111,1
S,P,S,0,0,0,0,0,V,False,False,2,False,8,C,chorlito,de,6,0.666666666667,2,0.222222222222,1
N,C,M,S,0,0,0,0,V,False,False,8,True,4,C,hace,chorlito,5,0.555555555556,3,0.333333333333,3
V,M,I,P,3,S,0,0,V,False,False,4,False,3,C,las,hace,4,0.444444444444,4,0.444444444444,1
D,A,0,F,P,0,0,0,C,False,False,3,False,5,C,cosas,las,3,0.333333333333,5,0.555555555556,1
N,C,F,P,0,0,0,0,C,False,False,5,False,2,V,al,cosas,2,0.222222222222,6,0.666666666667,0
S,P,S,0,0,0,0,0,C,False,False,2,False,6,C,tuntún,al,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,tuntún,0,0.0,8,0.888888888889,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,patrón,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,6,True,8,C,conducía,patrón,6,0.75,1,0.125,3
V,M,I,I,1,S,0,0,V,False,False,8,False,2,V,el,conducía,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,C,False,False,2,False,7,C,quitrén,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,C,False,False,7,False,7,C,durante,quitrén,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,V,False,False,7,False,2,V,el,durante,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,C,False,False,2,False,11,V,arriamiento,el,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,arriamiento,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,4,V,arte,El,9,0.9,0,0.0,0
N,C,C,S,0,0,0,0,V,False,False,4,True,2,V,es,arte,8,0.8,1,0.1,4
V,S,I,P,3,S,0,0,C,False,False,2,False,10,V,intrínseco,es,7,0.7,2,0.2,0
A,Q,0,M,S,0,0,0,V,False,False,10,False,1,V,a,intrínseco,6,0.6,3,0.3,3
S,P,S,0,0,0,0,0,V,False,False,1,False,2,C,la,a,5,0.5,4,0.4,1
D,A,0,F,S,0,0,0,V,False,False,2,False,9,C,didáctica,la,4,0.4,5,0.5,1
N,C,F,S,0,0,0,0,V,False,False,9,False,2,C,de,didáctica,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,plástica,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,plástica,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,C,corpúsculo,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,10,True,8,C,proviene,corpúsculo,8,0.8,1,0.1,4
V,M,I,P,3,S,0,0,V,False,False,8,False,2,C,de,proviene,7,0.7,2,0.2,1
S,P,S,0,0,0,0,0,V,False,False,2,False,2,V,un,de,6,0.6,3,0.3,0
D,I,0,M,S,0,0,0,C,False,False,2,False,9,V,asteroide,un,5,0.5,4,0.4,0
N,C,M,S,0,0,0,0,V,False,False,9,False,2,C,de,asteroide,4,0.4,5,0.5,3
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,3,0.3,6,0.6,1
D,A,0,F,S,0,0,0,V,False,False,2,False,3,C,vía,la,2,0.2,7,0.7,1
N,C,F,S,0,0,0,0,V,False,False,3,False,6,C,láctea,vía,1,0.1,8,0.8,1
A,Q,0,F,S,0,0,0,V,False,True,6,False,0,N,1r03r03032,láctea,0,0.0,9,0.9,4
V,M,I,S,3,S,0,0,C,True,False,6,False,2,V,el,Olvidó,6,0.857142857143,0,0.0,0
D,A,0,M,S,0,0,0,C,False,False,2,False,11,C,significado,el,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,V,False,False,11,False,2,C,de,significado,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,3,0.428571428571,3,0.428571428571,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,palabra,la,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,V,False,False,7,False,7,V,adipsia,palabra,1,0.142857142857,5,0.714285714286,0
N,C,F,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,adipsia,0,0.0,6,0.857142857143,4
N,P,0,0,0,0,0,0,V,True,False,7,True,6,C,quiere,Leandro,7,0.875,0,0.0,4
V,M,I,P,3,S,0,0,V,False,False,6,True,10,C,bautizarse,quiere,6,0.75,1,0.125,1
V,M,N,0,0,0,0,0,V,False,False,10,False,2,V,en,bautizarse,5,0.625,2,0.25,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,la,en,4,0.5,3,0.375,1
D,A,0,F,S,0,0,0,V,False,False,2,False,2,C,fé,la,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,C,False,False,2,False,2,C,de,fé,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,Jehová,de,1,0.125,6,0.75,1
N,P,0,0,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,Jehová,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,V,True,False,2,False,12,C,drogadicción,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,C,False,False,12,False,3,C,con,drogadicción,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,C,False,False,3,False,13,C,psicofármacos,con,5,0.625,2,0.25,1
N,C,M,P,0,0,0,0,C,False,False,13,True,2,V,es,psicofármacos,4,0.5,3,0.375,4
V,S,I,P,3,S,0,0,C,False,False,2,False,2,V,un,es,3,0.375,4,0.5,0
D,I,0,M,S,0,0,0,C,False,False,2,False,9,C,verdadero,un,2,0.25,5,0.625,1
A,Q,0,M,S,0,0,0,V,False,False,9,False,7,C,flagelo,verdadero,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,flagelo,0,0.0,7,0.875,4
N,P,0,0,0,0,0,0,V,True,False,9,True,5,C,tiene,Baldomero,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,5,False,8,V,adicción,tiene,4,0.666666666667,1,0.166666666667,0
N,C,F,S,0,0,0,0,C,False,False,8,False,3,C,por,adicción,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,V,el,por,2,0.333333333333,3,0.5,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,fútbol,el,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,fútbol,0,0.0,5,0.833333333333,4
P,P,3,C,S,D,0,0,V,True,False,2,True,5,C,gusta,Le,6,0.857142857143,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,5,True,10,C,contemplar,gusta,5,0.714285714286,1,0.142857142857,1
V,M,N,0,0,0,0,0,C,False,False,10,False,2,C,su,contemplar,4,0.571428571429,2,0.285714285714,3
D,P,3,C,S,0,0,0,V,False,False,2,False,8,V,esbeltez,su,3,0.428571428571,3,0.428571428571,0
N,C,F,S,0,0,0,0,C,False,False,8,False,1,C,y,esbeltez,2,0.285714285714,4,0.571428571429,4
C,C,0,0,0,0,0,0,C,False,False,1,False,7,C,textura,y,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,7,False,0,N,1r03r03032,textura,0,0.0,6,0.857142857143,4
D,P,3,C,S,0,0,0,V,True,False,2,False,8,C,creencia,Su,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,8,False,2,V,en,creencia,6,0.75,1,0.125,1
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,C,False,False,2,False,9,C,horóscopo,el,4,0.5,3,0.375,0
N,C,M,S,0,0,0,0,V,False,False,9,False,2,C,me,horóscopo,3,0.375,4,0.5,3
P,P,1,C,S,0,0,0,V,False,False,2,True,4,C,dejó,me,2,0.25,5,0.625,1
V,M,I,S,3,S,0,0,C,False,False,4,False,11,V,estupefacto,dejó,1,0.125,6,0.75,0
A,Q,0,M,S,0,0,0,V,False,True,11,False,0,N,1r03r03032,estupefacto,0,0.0,7,0.875,4
D,A,0,F,S,0,0,0,V,True,False,2,False,6,C,prueba,La,6,0.857142857143,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,6,False,14,C,dactiloscópica,prueba,5,0.714285714286,1,0.142857142857,1
A,Q,0,F,S,0,0,0,V,False,False,14,False,3,C,del,dactiloscópica,4,0.571428571429,2,0.285714285714,1
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,rufián,del,3,0.428571428571,3,0.428571428571,1
N,C,M,S,0,0,0,0,C,False,False,6,True,3,C,fue,rufián,2,0.285714285714,4,0.571428571429,3
V,S,I,S,3,S,0,0,V,False,False,3,False,15,V,insatisfactoria,fue,1,0.142857142857,5,0.714285714286,0
A,Q,0,F,S,0,0,0,V,False,True,15,False,0,N,1r03r03032,insatisfactoria,0,0.0,6,0.857142857143,4
